1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,Fireplaces,GarageCars,GarageQual,HeatingQC,KitchenAbvGr,KitchenQual,LotArea,MSSubClass,OverallCond,OverallQual,ScreenPorch,TotRmsAbvGrd,TotalBsmtSF,WoodDeckSF,ReferencePrice,Age,BldgType_2fmCon,BldgType_Twnhs,BsmtExposure_4,BsmtExposure_Mn,BsmtExposure_No,BsmtFinType1_LwQ,BsmtFinType1_Unf,BsmtFinType2_GLQ,CentralAir_N,CentralAir_Y,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRNn,Condition2_PosA,Condition2_RRNn,Electrical_SBrkr,Exterior1st_BrkFace,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior2nd_CmentBd,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Fence_MnPrv,Foundation_Stone,Foundation_Wood,Functional_Maj1,Functional_Maj2,Functional_Sev,Functional_Typ,GarageFinish_None,GarageFinish_RFn,GarageType_2Types,GarageType_BuiltIn,GarageType_None,GarageYrBlt_1896.0,GarageYrBlt_1914.0,GarageYrBlt_1919.0,GarageYrBlt_1921.0,GarageYrBlt_1923.0,GarageYrBlt_1930.0,GarageYrBlt_1932.0,GarageYrBlt_1934.0,GarageYrBlt_1939.0,GarageYrBlt_1940.0,GarageYrBlt_1941.0,GarageYrBlt_1943.0,GarageYrBlt_1952.0,GarageYrBlt_1953.0,GarageYrBlt_1957.0,GarageYrBlt_1958.0,GarageYrBlt_1963.0,GarageYrBlt_1965.0,GarageYrBlt_1966.0,GarageYrBlt_1971.0,GarageYrBlt_1974.0,GarageYrBlt_1981.0,GarageYrBlt_1982.0,GarageYrBlt_1987.0,GarageYrBlt_1992.0,GarageYrBlt_1994.0,GarageYrBlt_2001.0,GarageYrBlt_2006.0,GarageYrBlt_2007.0,GarageYrBlt_2009.0,GarageYrBlt_None,Heating_GasW,Heating_OthW,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,LandContour_Lvl,LandSlope_Sev,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,MSZoning_C (all),MSZoning_FV,MSZoning_RM,MasVnrType_BrkCmn,MiscFeature_Othr,MoSold_5,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_SawyerW,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofMatl_ClyTile,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,SaleCondition_AdjLand,SaleCondition_Normal,SaleType_New,Utilities_AllPub,Utilities_NoSeWa,YrSold_2009,SalePrice,Id
1212,0,3,506.0,0.0,1.0,0.0,4.0,0.0,1,2.0,3.0,3,1,3.0,8471,80,7,6,0,6,506.0,292,112.47215567538437,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.8250079491678015,263
926,0,3,234.0,692.0,1.0,0.0,3.0,0.0,0,2.0,3.0,3,1,3.0,5500,50,7,5,0,6,926.0,0,88.80506048957449,82,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.592937617552456,264
764,0,2,0.0,0.0,0.0,0.0,2.0,680.0,0,2.0,3.0,4,1,3.0,5232,30,5,5,0,4,680.0,0,88.80506048957449,84,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.559646930964008,265
1422,0,3,588.0,228.0,0.0,0.0,4.0,606.0,1,2.0,3.0,3,1,4.0,12090,20,6,6,0,7,1422.0,276,119.6966504498162,28,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.815574711524872,266
802,709,3,714.0,0.0,1.0,0.0,4.0,88.0,1,2.0,3.0,4,1,3.0,11207,60,5,6,0,8,802.0,95,113.76973894842727,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.807584141787722,267
1052,720,4,378.0,0.0,0.0,0.0,3.0,342.0,1,1.0,3.0,5,1,4.0,8400,75,8,5,0,8,720.0,262,69.31013030318978,70,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.405360838842564,268
778,0,2,403.0,125.0,0.0,0.0,3.0,212.0,1,1.0,5.0,5,1,3.0,6900,30,6,5,0,4,740.0,0,102.85010397917246,69,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.042678507734455,269
1113,0,3,751.0,0.0,1.0,0.0,3.0,392.0,1,1.0,3.0,3,1,3.0,7917,20,7,6,0,6,1143.0,370,83.32538351531339,32,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.890153201470707,270
1095,844,3,0.0,0.0,0.0,0.0,4.0,1095.0,1,3.0,3.0,4,1,4.0,10728,60,5,8,0,8,1095.0,192,149.4865929532864,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4.921323932521185,271
1363,0,2,226.0,1063.0,1.0,0.0,4.0,96.0,2,2.0,3.0,5,1,3.0,39104,20,7,7,0,5,1385.0,81,104.87904799635977,55,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5.1771813203782315,272
1164,1106,4,524.0,0.0,0.0,0.0,4.0,628.0,1,3.0,3.0,5,1,4.0,11764,60,7,8,0,9,1152.0,132,132.86215494306734,12,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.8501010914872085,273
1632,0,3,620.0,620.0,1.0,0.0,3.0,0.0,1,1.0,3.0,4,1,3.0,9600,20,6,6,0,6,1240.0,289,111.13727355733238,52,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4.444667676588777,274
816,0,2,546.0,0.0,0.0,0.0,3.0,270.0,0,1.0,3.0,3,1,3.0,8314,20,7,5,0,5,816.0,168,126.42442064748123,26,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.027646639922792,275
952,596,3,0.0,0.0,0.0,0.0,3.0,952.0,0,2.0,3.0,4,1,5.0,7264,50,7,7,144,5,952.0,74,115.6146764966562,85,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4.8860462039708725,276
1560,0,3,0.0,0.0,0.0,0.0,5.0,1560.0,0,2.0,3.0,5,1,4.0,9196,20,5,7,0,7,1560.0,100,126.42442064748123,8,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.85861908679763,277
864,0,2,120.0,0.0,0.0,0.0,3.0,744.0,0,2.0,3.0,5,1,3.0,19138,20,5,4,0,4,864.0,0,113.76973894842727,60,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5.09494240055625,278
2121,0,3,0.0,0.0,0.0,0.0,5.0,2121.0,1,3.0,3.0,5,1,5.0,14450,20,5,9,142,8,2121.0,124,151.89289488299195,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,5.277108659246756,279
1156,866,4,392.0,0.0,0.0,0.0,4.0,768.0,1,2.0,3.0,5,1,3.0,10005,60,5,7,0,8,1160.0,288,104.87904799635977,32,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.553408251429502,280
1175,807,3,421.0,0.0,0.0,0.0,4.0,386.0,1,2.0,3.0,4,1,4.0,11287,60,6,7,0,7,807.0,0,126.14927931378266,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.747429774426463,281
1262,0,2,905.0,0.0,0.0,0.0,4.0,357.0,0,2.0,3.0,4,1,4.0,7200,20,5,6,0,5,1262.0,0,149.4865929532864,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4.987658060959303,282
1314,0,2,904.0,0.0,1.0,0.0,4.0,410.0,1,2.0,3.0,5,1,4.0,5063,120,5,7,0,6,1314.0,172,151.89289488299195,3,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,5.062055419608334,283
1468,0,3,0.0,0.0,0.0,0.0,4.0,1468.0,1,3.0,3.0,5,1,4.0,9612,20,5,8,0,6,1468.0,210,149.4865929532864,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,5.115723293060748,284
1575,0,2,430.0,0.0,1.0,0.0,4.0,1145.0,0,2.0,3.0,4,1,4.0,8012,120,5,6,0,5,1575.0,0,126.14927931378266,16,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.734247228263234,285
625,625,2,0.0,0.0,0.0,0.0,4.0,625.0,0,2.0,3.0,5,1,4.0,4251,160,5,7,0,5,625.0,0,149.4865929532864,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4.880982085869385,286
1085,649,3,600.0,0.0,0.0,0.0,3.0,312.0,1,2.0,3.0,3,1,4.0,9786,50,7,6,128,7,912.0,0,111.13727355733238,45,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.5184733238618815,287
858,0,3,614.0,0.0,0.0,0.0,3.0,244.0,0,0.0,0.0,3,1,3.0,8125,20,4,4,0,5,858.0,0,111.13727355733238,36,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.630487993972381,288
900,0,3,450.0,0.0,0.0,0.0,3.0,432.0,0,1.0,3.0,3,1,3.0,9819,20,5,5,0,5,882.0,0,112.47215567538437,44,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.909381560391083,289
698,698,3,0.0,0.0,0.0,0.0,3.0,698.0,0,1.0,3.0,5,1,3.0,8730,70,7,6,259,7,698.0,0,115.6146764966562,93,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.70057804270981,290
1079,840,3,0.0,0.0,0.0,0.0,4.0,1079.0,1,2.0,4.0,5,1,4.0,15611,60,5,8,0,8,1079.0,0,130.45415639610025,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4.80022087411669,291
936,780,6,210.0,0.0,1.0,0.0,3.0,570.0,0,0.0,0.0,5,1,2.0,5687,190,6,5,0,9,780.0,0,69.31013030318978,97,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.3719233200913274,292
1148,568,3,292.0,0.0,0.0,0.0,3.0,476.0,1,1.0,3.0,4,1,3.0,11409,50,4,5,160,8,768.0,0,83.32538351531339,61,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,4.335201322135381,293
1468,795,3,795.0,0.0,1.0,0.0,3.0,0.0,1,2.0,3.0,2,1,4.0,16659,60,7,7,0,9,795.0,0,119.6966504498162,30,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.6428941474927585,294
1644,0,3,1285.0,0.0,1.0,0.0,3.0,131.0,2,2.0,3.0,3,1,3.0,9600,20,5,6,0,7,1416.0,110,111.13727355733238,57,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4.620861515782767,295
1003,0,3,819.0,0.0,1.0,0.0,3.0,184.0,0,2.0,3.0,3,1,3.0,7937,80,6,6,0,6,1003.0,120,126.42442064748123,23,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.956346490728907,296
910,648,4,420.0,0.0,0.0,0.0,3.0,490.0,0,1.0,3.0,3,1,3.0,13710,50,5,5,0,6,910.0,289,102.85010397917246,58,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4.58047757339772,297
975,975,3,649.0,0.0,0.0,0.0,4.0,326.0,1,2.0,3.0,5,1,4.0,7399,60,5,7,198,7,975.0,0,149.4865929532864,11,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.808634179355855,298
1041,702,3,384.0,175.0,0.0,1.0,3.0,143.0,1,2.0,3.0,4,1,3.0,11700,60,6,6,0,7,702.0,224,119.6966504498162,40,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.60917820738563,299
1152,0,3,0.0,0.0,0.0,1.0,3.0,1092.0,1,1.0,3.0,5,1,4.0,14000,20,8,6,0,6,1092.0,0,121.73696099368696,60,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4.924255031043636,300
